titles,links
Tools and best practices for allelic expression analysis,http://biorxiv.org/content/early/2015/03/05/016097
Detecting Signals of Seasonal Influenza Severity through Age Dynamics,http://biorxiv.org/content/early/2015/03/05/016105
Bacterial Infection Remodels the DNA Methylation Landscape of Human Dendritic Cells,http://biorxiv.org/content/early/2015/03/04/016022
Complexity of dendritic SER increases at enlarging synapses during LTP,http://biorxiv.org/content/early/2015/03/04/015974
Testing for genetic associations in arbitrarily structured populations,http://biorxiv.org/content/early/2015/03/04/012682
Fitness costs in spatially structured environments,http://biorxiv.org/content/early/2015/03/04/012740
Modeling Linkage Disequilibrium Increases Accuracy of Polygenic Risk Scores,http://biorxiv.org/content/early/2015/03/04/015859
Methylation-sensitive expression of a DNA demethylase gene serves as an epigenetic rheostat,http://biorxiv.org/content/early/2015/03/04/015941
Epistasis and Entropy,http://biorxiv.org/content/early/2015/03/03/014829
BamHash: a checksum program for verifying the integrity of sequence data,http://biorxiv.org/content/early/2015/03/03/015867
The interplay between DNA methylation and sequence divergence in recent human evolution,http://biorxiv.org/content/early/2015/03/03/015966
A Pan-cancer catalogue of driver protein interaction interfaces,http://biorxiv.org/content/early/2015/03/02/015883
Speciation in Heliconius Butterflies: Minimal Contact Followed by Millions of Generations of Hybridisation,http://biorxiv.org/content/early/2015/03/01/015800.1
Identification of novel transcriptional regulators of PKA subunits in Saccharomyces  cerevisiae by Quantitative Promoter–Reporter Screening,http://biorxiv.org/content/early/2015/03/01/015891
Distinctive Features of a Saudi Genome,http://biorxiv.org/content/early/2015/03/01/015909
Selection and explosive growth may hamper the performance of rare variant association tests,http://biorxiv.org/content/early/2015/03/01/015917
Recent evolution in Rattus norvegicus is shaped by declining effective population size,http://biorxiv.org/content/early/2015/03/01/015818
Chemical integration of proteins in signaling and development,http://biorxiv.org/content/early/2015/03/01/015826
Mutation rate estimation for 15 autosomal STR loci in a large population from Mainland China,http://biorxiv.org/content/early/2015/03/01/015875
Epigenetic Landscape Models: The Post-Genomic Era,http://biorxiv.org/content/early/2015/02/28/004192
Tandem repeat variation in human and great ape populations and its impact on gene expression divergence,http://biorxiv.org/content/early/2015/02/27/015784
Analog nitrogen sensing in Escherichia coli enables high fidelity information processing,http://biorxiv.org/content/early/2015/02/27/015792
A high performing brain-machine interface driven by low-frequency local field potentials alone and together with spikes,http://biorxiv.org/content/early/2015/02/27/015750
Sequence-based model of gap gene regulatory network,http://biorxiv.org/content/early/2015/02/27/015776
Postmating reproductive barriers contribute to the incipient sexual isolation of US and Caribbean Drosophila melanogaster,http://biorxiv.org/content/early/2015/02/27/007765
Peptide sequencing in an electrolytic cell with two nanopores in tandem and exopeptidase,http://biorxiv.org/content/early/2015/02/27/015297
Leveraging transcript quantification for fast computation of alternative splicing profiles,http://biorxiv.org/content/early/2015/02/26/008763
Phen-Gen: Combining Phenotype and Genotype to Analyze Rare Disorders,http://biorxiv.org/content/early/2015/02/26/015727
Protein Domain Hotspots Reveal Functional Mutations across Genes in Cancer,http://biorxiv.org/content/early/2015/02/26/015719
Extensive de novo mutation rate variation between individuals and across the genome of Chlamydomonas reinhardtii,http://biorxiv.org/content/early/2015/02/26/015693
Restoration of Sp4 in forebrain GABAergic neurons rescues hypersensitivity to ketamine in Sp4 hypomorphic mice,http://biorxiv.org/content/early/2015/02/26/015677
Catch me if you can: Adaptation from standing genetic variation to a moving phenotypic optimum,http://biorxiv.org/content/early/2015/02/26/015685
Disturbance opens recruitment sites for bacterial colonization in activated sludge,http://biorxiv.org/content/early/2015/02/25/014456
Quality assessment for different haplotyping methods and GWAS sensitivity to phasing errors,http://biorxiv.org/content/early/2015/02/24/015669
Risks inherent to mitochondrial replacement,http://biorxiv.org/content/early/2015/02/24/015628
mangal - making ecological network analysis simple,http://biorxiv.org/content/early/2015/02/24/002634
The developmental transcriptome of contrasting Arctic charr (Salvelinus alpinus) morphs,http://biorxiv.org/content/early/2015/02/23/011361
"Multiple hypothesis correction is vital and undermines reported mtDNA links to diseases including AIDS, cancer, and Huntingdon's",http://biorxiv.org/content/early/2015/02/23/015602
Genomic Diversity and Climate Adaptation in Brachypodium,http://biorxiv.org/content/early/2015/02/23/015495
Key role of amino acid repeat expansions in the functional diversification of duplicated transcription factors,http://biorxiv.org/content/early/2015/02/23/014910
Fecundity selection theory: concepts and evidence,http://biorxiv.org/content/early/2015/02/23/015586
The brain of the beholder: honouring individual representational idiosyncrasies,http://biorxiv.org/content/early/2015/02/23/015594
"Ff-nano, Short Functionalized Nanorods Derived from Ff (f1, fd or M13) Filamentous Bacteriophage",http://biorxiv.org/content/early/2015/02/22/015511
Coevolutionary analyses require phylogenetically deep alignments and better null models to accurately detect inter-protein contacts within and between species,http://biorxiv.org/content/early/2015/02/20/014902
The In Silico Genotyper (ISG): an open-source pipeline to rapidly identify and annotate nucleotide variants for comparative genomics applications,http://biorxiv.org/content/early/2015/02/20/015578
The Use of Distributions in SBML Models,http://biorxiv.org/content/early/2015/02/20/015503
Directional variation in evolution: consequences for the fitness landscape metaphor,http://biorxiv.org/content/early/2015/02/20/015529
SHAPE directed RNA folding,http://biorxiv.org/content/early/2015/02/20/015537
Differential Evolution Approach to Detect Recent Admixture,http://biorxiv.org/content/early/2015/02/19/015446
A diffusive homeostatic signal maintains neural heterogeneity and responsiveness in cortical networks,http://biorxiv.org/content/early/2015/02/19/011957.1
The NLR helper protein NRC3 but not NRC1 is required for Pto-mediated cell death in Nicotiana benthamiana,http://biorxiv.org/content/early/2015/02/19/015479
Where the elements go when it rains: carbon and nutrient stocks of soil amended with stabilised organic matter.,http://biorxiv.org/content/early/2015/02/19/015453
Origins and impacts of new exons,http://biorxiv.org/content/early/2015/02/18/009282
Systematic discovery and classification of human cell line essential genes,http://biorxiv.org/content/early/2015/02/18/015412
Genetic evidence for an origin of the Armenians from Bronze Age mixing of multiple populations,http://biorxiv.org/content/early/2015/02/18/015396
Genetic Analysis of Substrain Divergence in NOD Mice,http://biorxiv.org/content/early/2015/02/17/013037
"Harsh environments and ""fast"" human life histories: What does the theory say?",http://biorxiv.org/content/early/2015/02/17/014647
Different DNA repair pathways are required following excision and integration of the DNA cut & paste transposon piggyBat in Saccharomyces cerevisiae.,http://biorxiv.org/content/early/2015/02/17/015289
Non-adaptive evolution of the m. palmaris longus in the Homininae.,http://biorxiv.org/content/early/2015/02/17/015321
Flaw or discovery? Calculating exact p-values for genome-wide association studies in inbred populations,http://biorxiv.org/content/early/2015/02/17/015339
Community stability and selective extinction during Earth's greatest mass extinction,http://biorxiv.org/content/early/2015/02/16/014688
"Spike sorting for large, dense electrode arrays",http://biorxiv.org/content/early/2015/02/16/015198
A GENE FEATURE ENUMERATION APPROACH FOR DESCRIBING HLA ALLELE POLYMORPHISM,http://biorxiv.org/content/early/2015/02/15/015222
Selection constrains phenotypic evolution in a functionally important plant trait,http://biorxiv.org/content/early/2015/02/13/015172
ViennaNGS: A toolbox for building efficient next-generation sequencing analysis pipelines,http://biorxiv.org/content/early/2015/02/13/013011
A pan-cancer signature of neutral tumor evolution,http://biorxiv.org/content/early/2015/02/11/014894
Effect of E-Cadherin (CDH1) -160C/A polymorphism on prostate cancer risk: a meta-analysis,http://biorxiv.org/content/early/2015/02/11/015123
Learning Immune-Defectives Graph through Group Tests,http://biorxiv.org/content/early/2015/02/11/015149
Inferring processes underlying B-cell repertoire diversity.,http://biorxiv.org/content/early/2015/02/11/015115
The experimental determination of redox-potential of mutated cytochrome c with eight charge changing substitutions,http://biorxiv.org/content/early/2015/02/11/015131
Massive migration from the steppe is a source for Indo-European languages in Europe,http://biorxiv.org/content/early/2015/02/10/013433
Novel bioinformatics approach to investigate quantitative phenotype-genotype associations in neuroimaging studies,http://biorxiv.org/content/early/2015/02/10/015065
Uncovering Long Palindromic Sequences in Rice (Oryza sativa subsp. indica) Genome,http://biorxiv.org/content/early/2015/02/10/015099
Exploiting evolutionary non-commutativity to prevent the emergence of bacterial antibiotic resistance,http://biorxiv.org/content/early/2015/02/10/007542
Can rodents conceive hyperbolic spaces?,http://biorxiv.org/content/early/2015/02/09/015057
Decoding of human hand actions to handle missing limbs in Neuroprosthetics,http://biorxiv.org/content/early/2015/02/09/015040
Relationship between tumor grade and geometrical complexity in prostate cancer,http://biorxiv.org/content/early/2015/02/08/015016
Assembly by Reduced Complexity (ARC): a hybrid approach for targeted assembly of homologous sequences.,http://biorxiv.org/content/early/2015/02/07/014662
